id_usuario,fecha_compra,hora_compra,importe,descuento,importe_final,tienda
,2025-11-08,19:26:10,24.09,0.0,24.09,Donostia
24334767P,2025-06-24,15:20:10,379.8,0.0,379.8,Vitoria-Gasteiz
17684789C,2025-04-30,14:30:38,433.62,0.0,433.62,Bilbao
53717612P,2025-02-15,19:47:22,328.1,0.0,328.1,Bilbao
54778369M,2025-08-21,14:23:42,431.29,0.0,431.29,Donostia
,2025-12-10,19:42:00,230.18,0.0,230.18,Vitoria-Gasteiz
,2025-01-15,13:23:26,158.56,0.0,158.56,Bilbao
92016365N,2025-05-25,19:16:38,163.17,0.0,163.17,Vitoria-Gasteiz
,2025-05-10,08:48:51,411.08,0.0,411.08,Vitoria-Gasteiz
49577960B,2025-08-27,11:22:34,380.6,0.0,380.6,Donostia
,2025-09-07,18:41:34,260.12,0.0,260.12,Donostia
43554167X,2025-02-23,18:15:49,202.42,0.0,202.42,Donostia
,2025-02-13,19:55:56,311.52,0.0,311.52,Bilbao
,2025-03-31,19:47:20,429.32,0.0,429.32,Donostia
29624143M,2025-05-31,13:45:08,194.02,35.52,158.5,Vitoria-Gasteiz
77234532A,2025-05-29,08:55:21,309.97,0.0,309.97,Donostia
,2025-03-06,14:27:21,267.34,0.0,267.34,Vitoria-Gasteiz
19448100J,2025-04-04,13:26:24,46.66,0.0,46.66,Vitoria-Gasteiz
,2025-09-18,19:38:24,142.68,0.0,142.68,Vitoria-Gasteiz
,2025-08-02,13:29:47,40.35,0.0,40.35,Vitoria-Gasteiz
21261973Z,2025-11-30,08:46:06,376.23,0.0,376.23,Donostia
47439425Q,2025-01-08,19:36:01,370.47,0.0,370.47,Bilbao
41946684C,2025-11-13,14:44:34,63.68,0.0,63.68,Bilbao
68239500H,2025-03-27,20:03:55,491.14,0.0,491.14,Donostia
,2025-02-07,19:20:34,317.14,0.0,317.14,Donostia
14975106J,2025-11-16,19:01:50,78.89,0.0,78.89,Bilbao
,2025-01-27,16:29:43,280.86,0.0,280.86,Vitoria-Gasteiz
49679306L,2025-03-28,13:19:32,249.59,0.0,249.59,Donostia
,2025-09-12,20:17:16,21.0,0.0,21.0,Vitoria-Gasteiz
,2025-10-27,20:53:04,395.42,0.0,395.42,Bilbao
48887985J,2025-08-07,14:53:50,236.32,16.86,219.46,Bilbao
68850578D,2025-10-15,15:19:05,171.45,0.0,171.45,Bilbao
17381809L,2025-11-30,10:53:35,94.83,0.0,94.83,Vitoria-Gasteiz
67458363F,2025-11-26,13:24:55,205.06,0.0,205.06,Vitoria-Gasteiz
35480352T,2025-12-01,20:30:28,487.81,0.0,487.81,Bilbao
19475990G,2025-04-04,20:41:50,212.5,0.0,212.5,Bilbao
40366829N,2025-12-06,18:55:08,49.17,0.0,49.17,Donostia
,2025-05-06,20:18:51,327.95,0.0,327.95,Vitoria-Gasteiz
,2025-06-26,09:21:20,358.98,0.0,358.98,Donostia
58147568A,2025-07-26,12:56:03,234.9,0.0,234.9,Donostia
,2025-03-20,18:00:06,170.77,0.0,170.77,Donostia
,2025-01-05,14:17:26,356.67,0.0,356.67,Bilbao
87363755A,2025-12-26,20:19:52,420.96,0.0,420.96,Bilbao
46459589A,2025-12-31,13:41:08,364.64,0.0,364.64,Bilbao
91152327S,2025-11-30,12:00:52,204.36,0.0,204.36,Donostia
37086594Z,2025-10-12,14:25:42,403.47,0.0,403.47,Bilbao
,2025-03-13,14:25:04,396.67,0.0,396.67,Vitoria-Gasteiz
,2025-02-03,19:03:37,6.48,0.0,6.48,Vitoria-Gasteiz
,2025-06-20,14:02:55,165.55,0.0,165.55,Vitoria-Gasteiz
,2025-11-23,19:03:11,394.28,0.0,394.28,Vitoria-Gasteiz
,2025-06-09,14:20:14,242.81,0.0,242.81,Vitoria-Gasteiz
63127517S,2025-06-25,14:34:33,417.05,0.0,417.05,Donostia
,2025-07-08,13:02:23,357.99,0.0,357.99,Vitoria-Gasteiz
,2025-04-12,13:24:10,102.66,0.0,102.66,Bilbao
33926395S,2025-08-05,13:53:37,366.75,0.0,366.75,Vitoria-Gasteiz
,2025-12-30,14:34:31,473.98,0.0,473.98,Donostia
,2025-07-30,18:47:31,391.89,0.0,391.89,Donostia
68803696R,2025-03-20,20:06:54,498.22,99.53,398.69,Donostia
59835812R,2025-09-24,14:06:11,357.39,0.0,357.39,Donostia
48984766X,2025-07-14,16:18:38,335.04,0.0,335.04,Donostia
55023034L,2025-06-05,14:37:09,72.43,5.1,67.33,Vitoria-Gasteiz
78958112D,2025-05-25,08:54:03,405.49,32.85,372.64,Bilbao
,2025-09-30,10:48:00,435.98,0.0,435.98,Vitoria-Gasteiz
,2025-07-12,13:26:17,28.77,0.0,28.77,Vitoria-Gasteiz
30086126X,2025-08-19,14:35:51,128.38,0.0,128.38,Donostia
30350288V,2025-03-30,15:06:42,165.36,0.0,165.36,Bilbao
,2025-10-31,14:18:30,498.79,0.0,498.79,Donostia
,2025-03-31,09:57:56,435.93,0.0,435.93,Bilbao
56674437E,2025-08-01,13:31:43,75.99,0.0,75.99,Donostia
,2025-05-29,15:24:33,412.61,0.0,412.61,Bilbao
22602006K,2025-06-04,08:49:15,43.44,0.0,43.44,Bilbao
,2025-11-17,14:23:56,374.87,0.0,374.87,Donostia
,2025-03-12,20:59:12,108.82,0.0,108.82,Donostia
,2025-01-09,19:20:08,191.55,0.0,191.55,Vitoria-Gasteiz
,2025-12-22,12:06:10,139.31,0.0,139.31,Bilbao
84484699H,2025-11-06,14:31:55,235.56,0.0,235.56,Bilbao
95320719W,2025-06-05,11:32:23,333.26,0.0,333.26,Donostia
91366289P,2025-01-02,20:44:56,209.3,0.0,209.3,Vitoria-Gasteiz
40922883H,2025-08-09,14:24:36,63.49,0.0,63.49,Donostia
84030216S,2025-01-18,19:23:59,375.69,0.0,375.69,Donostia
97056286N,2025-06-10,11:47:45,54.56,0.0,54.56,Donostia
53879070Y,2025-03-08,13:09:26,29.46,0.0,29.46,Bilbao
,2025-11-02,08:44:50,239.32,0.0,239.32,Bilbao
,2025-12-26,09:09:19,88.02,0.0,88.02,Vitoria-Gasteiz
45116929Z,2025-06-19,18:33:36,461.76,0.0,461.76,Vitoria-Gasteiz
81623139A,2025-08-05,13:24:48,116.94,8.73,108.21,Donostia
,2025-10-25,15:43:30,363.9,0.0,363.9,Vitoria-Gasteiz
,2025-08-28,19:27:31,188.54,0.0,188.54,Vitoria-Gasteiz
39162983D,2025-09-14,12:21:02,269.08,0.0,269.08,Bilbao
41335271Q,2025-08-23,13:29:28,305.67,42.85,262.82,Bilbao
12406846W,2025-10-16,15:24:05,208.11,0.0,208.11,Bilbao
81891257X,2025-07-29,15:16:08,367.1,0.0,367.1,Bilbao
45869526M,2025-10-04,11:13:51,389.13,22.21,366.92,Bilbao
17388764M,2025-05-27,13:21:30,358.77,0.0,358.77,Donostia
95897535R,2025-12-06,15:37:30,349.59,0.0,349.59,Bilbao
62114264G,2025-05-18,11:51:12,145.53,0.0,145.53,Bilbao
32147615D,2025-10-28,16:32:09,255.14,0.0,255.14,Donostia
,2025-11-20,16:11:13,199.98,0.0,199.98,Vitoria-Gasteiz
,2025-02-06,14:44:18,260.19,0.0,260.19,Donostia
73238697G,2025-04-07,19:22:41,42.68,0.0,42.68,Donostia
30792800D,2025-10-04,19:03:05,468.12,0.0,468.12,Vitoria-Gasteiz
,2025-10-21,20:37:11,328.79,0.0,328.79,Vitoria-Gasteiz
72180486T,2025-03-18,19:38:26,280.03,0.0,280.03,Bilbao
,2025-03-27,16:35:00,20.79,0.0,20.79,Donostia
,2025-06-26,18:47:17,55.77,0.0,55.77,Bilbao
,2025-01-24,19:38:40,26.79,0.0,26.79,Bilbao
,2025-12-19,17:12:46,142.48,0.0,142.48,Donostia
,2025-01-18,20:52:08,84.23,0.0,84.23,Bilbao
,2025-01-01,20:50:29,169.85,0.0,169.85,Vitoria-Gasteiz
27921363F,2025-02-25,19:16:19,12.42,0.0,12.42,Donostia
32848299K,2025-01-17,13:34:28,410.64,0.0,410.64,Vitoria-Gasteiz
,2025-11-03,09:49:44,281.61,0.0,281.61,Bilbao
,2025-09-17,18:16:57,395.02,0.0,395.02,Vitoria-Gasteiz
,2025-12-21,20:46:51,269.33,0.0,269.33,Donostia
,2025-07-05,13:13:35,290.06,0.0,290.06,Donostia
56099937Q,2025-02-21,11:28:17,136.69,17.94,118.75,Vitoria-Gasteiz
27957354A,2025-02-14,13:39:05,217.3,0.0,217.3,Donostia
48932799T,2025-02-18,19:43:42,83.87,0.0,83.87,Bilbao
,2025-11-15,16:10:20,447.87,0.0,447.87,Bilbao
45552286G,2025-11-07,15:02:33,491.08,0.0,491.08,Donostia
,2025-09-28,19:45:22,477.89,0.0,477.89,Bilbao
83614677V,2025-03-14,08:57:36,314.65,0.0,314.65,Bilbao
,2025-09-16,14:26:36,251.38,0.0,251.38,Vitoria-Gasteiz
44860094C,2025-11-24,13:03:49,383.21,0.0,383.21,Bilbao
54794450D,2025-06-12,13:16:03,498.85,0.0,498.85,Donostia
54082118X,2025-01-26,14:27:39,484.66,0.0,484.66,Donostia
93287522M,2025-08-27,20:46:52,430.5,0.0,430.5,Vitoria-Gasteiz
79598884R,2025-07-29,20:21:52,350.36,0.0,350.36,Bilbao
98507171B,2025-07-16,20:59:27,459.36,0.0,459.36,Donostia
70987068Y,2025-05-24,14:25:05,284.65,36.0,248.65,Bilbao
,2025-02-17,20:47:09,148.11,0.0,148.11,Bilbao
66721635S,2025-04-11,17:44:00,79.37,0.0,79.37,Bilbao
22592715E,2025-05-02,20:20:40,145.35,0.0,145.35,Bilbao
89164468T,2025-12-28,19:13:58,85.6,0.0,85.6,Donostia
85811488Y,2025-10-22,19:18:13,352.28,43.47,308.81,Bilbao
,2025-03-29,13:51:48,464.12,0.0,464.12,Vitoria-Gasteiz
,2025-06-05,19:23:03,14.31,0.0,14.31,Bilbao
,2025-03-02,20:06:05,281.63,0.0,281.63,Donostia
71490171F,2025-10-22,19:20:25,170.85,0.0,170.85,Donostia
88889979Q,2025-12-30,20:13:01,381.72,0.0,381.72,Donostia
56421993A,2025-06-20,13:04:11,384.11,64.42,319.69,Donostia
20147216K,2025-03-13,14:24:49,202.0,0.0,202.0,Donostia
94098562L,2025-04-10,13:11:35,69.75,9.31,60.44,Vitoria-Gasteiz
66884702N,2025-01-11,19:16:29,67.13,0.0,67.13,Donostia
76297113H,2025-02-12,20:51:57,261.28,0.0,261.28,Donostia
14957733M,2025-12-06,11:36:27,303.26,0.0,303.26,Bilbao
14526222C,2025-10-11,14:43:50,169.04,0.0,169.04,Vitoria-Gasteiz
,2025-07-21,19:40:17,323.36,0.0,323.36,Vitoria-Gasteiz
51696966G,2025-03-16,15:51:44,165.98,0.0,165.98,Bilbao
22869627Z,2025-10-21,20:32:15,126.92,21.15,105.77,Donostia
,2025-06-05,18:30:01,68.08,0.0,68.08,Donostia
77834541B,2025-08-09,15:52:54,277.69,0.0,277.69,Donostia
90522883N,2025-01-30,19:01:26,252.16,36.77,215.39,Donostia
20713888L,2025-01-28,11:20:24,308.52,0.0,308.52,Bilbao
26886944J,2025-11-13,13:03:21,282.17,17.52,264.65,Vitoria-Gasteiz
,2025-10-19,13:41:25,394.3,0.0,394.3,Vitoria-Gasteiz
,2025-06-10,17:39:54,384.8,0.0,384.8,Bilbao
27987476H,2025-02-19,20:22:33,109.35,0.0,109.35,Vitoria-Gasteiz
,2025-11-07,09:44:19,425.21,0.0,425.21,Vitoria-Gasteiz
,2025-07-13,14:05:08,347.77,0.0,347.77,Bilbao
68319125V,2025-09-05,12:06:59,164.71,0.0,164.71,Bilbao
25712284D,2025-02-13,19:25:12,485.56,0.0,485.56,Donostia
,2025-04-24,19:22:50,18.75,0.0,18.75,Donostia
83074564J,2025-12-13,13:39:30,11.14,0.0,11.14,Bilbao
,2025-10-09,17:29:41,93.78,0.0,93.78,Bilbao
,2025-02-13,19:49:53,227.87,0.0,227.87,Donostia
82468885Q,2025-03-24,19:56:23,266.03,28.72,237.31,Vitoria-Gasteiz
,2025-12-06,19:45:46,68.25,0.0,68.25,Bilbao
35026626H,2025-01-25,14:36:14,94.04,0.0,94.04,Donostia
74419307R,2025-04-08,20:58:33,62.48,0.0,62.48,Vitoria-Gasteiz
98506273X,2025-08-12,18:31:06,350.84,0.0,350.84,Bilbao
32245579Q,2025-06-20,20:39:11,14.86,0.0,14.86,Bilbao
25939360Y,2025-12-26,10:59:18,265.59,0.0,265.59,Donostia
97211388W,2025-05-11,15:24:42,471.96,0.0,471.96,Bilbao
13574164R,2025-12-09,14:53:53,47.84,0.0,47.84,Bilbao
88655808P,2025-03-25,14:05:01,299.9,29.6,270.3,Vitoria-Gasteiz
,2025-02-12,18:15:15,371.02,0.0,371.02,Vitoria-Gasteiz
,2025-08-12,14:04:18,401.25,0.0,401.25,Bilbao
,2025-02-21,20:48:31,326.69,0.0,326.69,Bilbao
64633826P,2025-10-15,19:01:33,66.4,0.0,66.4,Vitoria-Gasteiz
67032809E,2025-08-31,20:56:06,322.09,0.0,322.09,Bilbao
,2025-04-14,14:44:39,335.93,0.0,335.93,Donostia
64732320Q,2025-10-01,16:29:14,373.13,0.0,373.13,Bilbao
88675812W,2025-09-30,20:05:03,262.65,0.0,262.65,Donostia
,2025-11-23,20:43:19,64.64,0.0,64.64,Donostia
36846905P,2025-04-12,19:32:53,362.14,0.0,362.14,Donostia
,2025-04-04,19:48:49,231.36,0.0,231.36,Bilbao
56096798M,2025-01-10,13:02:31,150.77,0.0,150.77,Bilbao
42454290Q,2025-05-15,19:37:51,306.07,32.56,273.51,Bilbao
57144303K,2025-02-25,10:26:55,446.88,0.0,446.88,Donostia
34694866X,2025-04-17,20:24:38,425.67,0.0,425.67,Donostia
81684792Q,2025-04-18,14:58:15,353.6,0.0,353.6,Donostia
12106399G,2025-09-30,19:54:01,353.19,68.78,284.41,Vitoria-Gasteiz
40366829N,2025-11-13,20:41:23,66.02,0.0,66.02,Donostia
56171717J,2025-02-27,14:07:35,140.86,0.0,140.86,Bilbao
69527256G,2025-11-23,20:10:14,101.82,0.0,101.82,Vitoria-Gasteiz
,2025-03-22,14:47:29,143.07,0.0,143.07,Vitoria-Gasteiz
,2025-11-11,09:22:20,252.54,0.0,252.54,Vitoria-Gasteiz
77059457G,2025-02-03,12:11:28,170.24,0.0,170.24,Bilbao
62161007B,2025-06-26,13:15:59,332.55,0.0,332.55,Bilbao
73320741F,2025-04-15,14:04:18,399.27,0.0,399.27,Donostia
10494969T,2025-06-15,13:41:51,473.07,0.0,473.07,Donostia
35997781K,2025-07-17,08:59:03,203.95,0.0,203.95,Bilbao
10535269G,2025-08-28,14:18:07,17.09,0.0,17.09,Donostia
39699238L,2025-04-12,08:36:29,387.16,0.0,387.16,Bilbao
27205001A,2025-04-13,20:36:07,230.11,0.0,230.11,Bilbao
,2025-03-14,19:48:52,396.6,0.0,396.6,Donostia
79637449H,2025-07-14,19:48:50,124.95,21.47,103.48,Vitoria-Gasteiz
75302590S,2025-10-22,14:55:59,343.52,0.0,343.52,Bilbao
27009701L,2025-07-23,13:05:50,328.2,0.0,328.2,Bilbao
,2025-11-17,19:01:02,75.13,0.0,75.13,Donostia
53016903V,2025-05-23,18:31:16,454.47,0.0,454.47,Donostia
,2025-02-17,13:04:17,32.99,0.0,32.99,Bilbao
32666055Y,2025-05-23,18:34:04,414.31,18.77,395.54,Donostia
,2025-11-11,15:08:47,435.81,0.0,435.81,Bilbao
,2025-07-15,14:50:07,226.19,0.0,226.19,Donostia
26433068L,2025-07-06,20:04:35,463.01,0.0,463.01,Donostia
58321198Y,2025-06-20,09:41:29,347.8,0.0,347.8,Donostia
,2025-11-01,11:43:00,225.04,0.0,225.04,Vitoria-Gasteiz
95237385C,2025-07-29,13:54:25,83.47,0.0,83.47,Bilbao
,2025-06-25,14:04:48,471.67,0.0,471.67,Vitoria-Gasteiz
80072025D,2025-02-15,14:55:56,40.24,0.0,40.24,Bilbao
70230152C,2025-08-13,14:13:36,473.78,0.0,473.78,Bilbao
,2025-01-10,14:43:27,276.25,0.0,276.25,Bilbao
37127454A,2025-04-20,13:38:25,385.23,0.0,385.23,Bilbao
56158479T,2025-06-28,13:04:45,491.69,0.0,491.69,Bilbao
25507084S,2025-06-16,14:52:52,162.49,0.0,162.49,Vitoria-Gasteiz
,2025-03-08,13:58:06,56.0,0.0,56.0,Bilbao
48545623Y,2025-11-15,20:21:40,57.91,0.0,57.91,Bilbao
,2025-02-09,14:33:54,208.09,0.0,208.09,Vitoria-Gasteiz
,2025-05-29,09:34:45,177.15,0.0,177.15,Donostia
32968627J,2025-12-16,14:15:55,450.14,0.0,450.14,Bilbao
40573477M,2025-08-19,13:00:49,246.03,0.0,246.03,Donostia
38077195M,2025-01-20,20:00:12,354.3,59.18,295.12,Donostia
,2025-03-12,13:24:45,365.97,0.0,365.97,Donostia
83950028M,2025-09-03,16:50:30,402.19,0.0,402.19,Donostia
98051963L,2025-07-09,09:20:20,193.67,0.0,193.67,Bilbao
20169837X,2025-06-17,19:21:51,448.15,0.0,448.15,Bilbao
85615177T,2025-10-03,19:40:21,134.19,0.0,134.19,Vitoria-Gasteiz
73293014H,2025-06-13,13:59:20,190.53,0.0,190.53,Bilbao
,2025-10-26,14:40:10,252.0,0.0,252.0,Vitoria-Gasteiz
,2025-12-01,13:24:27,347.13,0.0,347.13,Vitoria-Gasteiz
,2025-09-04,10:27:32,345.0,0.0,345.0,Vitoria-Gasteiz
76619043V,2025-06-13,08:34:25,446.68,0.0,446.68,Bilbao
76766224K,2025-07-05,20:10:11,90.47,0.0,90.47,Donostia
57350121N,2025-12-02,13:14:12,355.56,0.0,355.56,Donostia
16062236W,2025-12-07,13:28:42,145.73,0.0,145.73,Bilbao
,2025-04-26,09:12:35,254.55,0.0,254.55,Bilbao
78108931B,2025-09-15,16:45:23,285.25,0.0,285.25,Vitoria-Gasteiz
80496343T,2025-03-10,16:08:41,25.55,0.0,25.55,Bilbao
,2025-10-27,10:26:47,399.42,0.0,399.42,Vitoria-Gasteiz
97890686H,2025-11-30,11:18:59,127.17,0.0,127.17,Bilbao
,2025-09-12,13:44:39,408.68,0.0,408.68,Bilbao
,2025-12-16,17:05:50,32.7,0.0,32.7,Bilbao
,2025-10-07,19:43:25,169.6,0.0,169.6,Bilbao
95318978D,2025-08-15,14:52:21,277.37,0.0,277.37,Donostia
96035355M,2025-02-25,20:15:48,332.86,0.0,332.86,Donostia
,2025-12-21,13:23:54,474.22,0.0,474.22,Bilbao
75054752W,2025-12-16,08:33:17,316.22,0.0,316.22,Donostia
73865801J,2025-06-19,20:02:09,148.04,0.0,148.04,Bilbao
47906260C,2025-01-28,15:51:58,192.04,17.29,174.75,Donostia
85237089D,2025-09-05,13:43:16,428.29,0.0,428.29,Vitoria-Gasteiz
,2025-09-17,20:04:37,71.73,0.0,71.73,Bilbao
82894619C,2025-06-27,20:55:15,335.22,12.97,322.25,Bilbao
,2025-08-15,17:27:55,52.96,0.0,52.96,Donostia
,2025-04-12,19:28:54,212.87,0.0,212.87,Vitoria-Gasteiz
55941560V,2025-04-05,14:06:04,24.8,0.0,24.8,Donostia
34637281V,2025-07-30,14:56:56,349.3,0.0,349.3,Donostia
96957348C,2025-04-28,10:04:00,222.75,25.32,197.43,Donostia
18077488V,2025-11-11,09:44:45,307.8,14.08,293.72,Donostia
,2025-07-12,10:02:09,240.42,0.0,240.42,Vitoria-Gasteiz
15056146R,2025-04-24,19:49:48,404.73,0.0,404.73,Bilbao
,2025-03-28,19:05:42,239.46,0.0,239.46,Donostia
38516373K,2025-06-26,17:01:54,275.28,22.06,253.22,Bilbao
44831485T,2025-08-30,19:16:05,68.09,0.0,68.09,Bilbao
,2025-03-27,14:35:32,140.6,0.0,140.6,Donostia
85489983H,2025-02-17,08:53:59,132.69,0.0,132.69,Bilbao
68390033Q,2025-04-01,12:22:12,466.75,0.0,466.75,Donostia
,2025-11-30,20:38:28,100.76,0.0,100.76,Vitoria-Gasteiz
,2025-07-30,15:26:00,240.47,0.0,240.47,Donostia
35708490R,2025-11-25,13:56:48,76.06,0.0,76.06,Donostia
68933046E,2025-01-22,13:00:33,14.71,0.0,14.71,Donostia
,2025-04-07,20:38:02,242.66,0.0,242.66,Vitoria-Gasteiz
93590567W,2025-05-30,16:38:58,64.2,0.0,64.2,Donostia
,2025-04-12,13:15:49,299.07,0.0,299.07,Vitoria-Gasteiz
77951329M,2025-10-26,10:37:17,347.04,0.0,347.04,Bilbao
86638096V,2025-09-18,12:51:49,173.57,0.0,173.57,Bilbao
,2025-07-24,12:37:17,475.11,0.0,475.11,Donostia
,2025-07-04,09:48:59,366.92,0.0,366.92,Vitoria-Gasteiz
26301392H,2025-09-12,20:56:31,144.16,0.0,144.16,Bilbao
15936537K,2025-12-26,11:01:29,257.23,0.0,257.23,Donostia
34636053P,2025-04-11,14:04:59,312.35,40.89,271.46,Donostia
37206256F,2025-07-29,20:51:27,21.97,0.0,21.97,Vitoria-Gasteiz
,2025-05-04,13:31:42,236.65,0.0,236.65,Donostia
,2025-11-04,14:52:39,388.57,0.0,388.57,Donostia
87696462S,2025-10-05,14:19:23,151.03,24.78,126.25,Bilbao
,2025-11-14,11:38:57,236.41,0.0,236.41,Bilbao
57161785T,2025-09-11,13:48:37,220.16,28.2,191.96,Donostia
,2025-12-05,14:44:44,271.65,0.0,271.65,Donostia
,2025-06-06,19:54:16,384.52,0.0,384.52,Donostia
26172152S,2025-08-12,12:54:15,10.84,0.0,10.84,Vitoria-Gasteiz
,2025-04-10,16:38:51,397.95,0.0,397.95,Vitoria-Gasteiz
21277411L,2025-12-22,08:56:19,160.01,0.0,160.01,Vitoria-Gasteiz
,2025-05-27,13:47:59,23.84,0.0,23.84,Donostia
,2025-11-06,11:49:22,400.63,0.0,400.63,Bilbao
73396249Y,2025-06-06,19:02:52,70.33,0.0,70.33,Donostia
,2025-12-17,13:03:08,121.8,0.0,121.8,Vitoria-Gasteiz
,2025-04-16,15:48:44,278.37,0.0,278.37,Vitoria-Gasteiz
,2025-11-07,20:16:46,308.21,0.0,308.21,Bilbao
,2025-05-13,19:47:40,478.46,0.0,478.46,Vitoria-Gasteiz
66045545X,2025-02-22,19:55:18,64.67,0.0,64.67,Donostia
,2025-02-01,19:58:43,160.69,0.0,160.69,Bilbao
,2025-05-01,19:08:07,217.13,0.0,217.13,Bilbao
,2025-11-27,13:15:34,353.52,0.0,353.52,Donostia
68339983Z,2025-02-21,20:00:07,491.2,0.0,491.2,Donostia
,2025-10-23,20:40:42,253.43,0.0,253.43,Donostia
90315223L,2025-01-27,19:18:35,12.5,0.0,12.5,Bilbao
,2025-12-22,18:27:54,394.96,0.0,394.96,Donostia
,2025-11-13,20:23:21,132.01,0.0,132.01,Bilbao
38746417L,2025-08-25,12:19:51,40.41,0.0,40.41,Bilbao
,2025-04-15,19:12:11,48.57,0.0,48.57,Bilbao
39884005G,2025-10-08,11:26:21,159.04,5.46,153.58,Bilbao
64950196J,2025-10-04,09:25:27,216.19,0.0,216.19,Vitoria-Gasteiz
35322210Y,2025-04-25,12:28:48,179.41,0.0,179.41,Vitoria-Gasteiz
,2025-05-08,20:59:02,98.07,0.0,98.07,Donostia
,2025-07-05,19:29:07,197.68,0.0,197.68,Donostia
,2025-09-08,20:48:14,122.49,0.0,122.49,Donostia
,2025-06-15,13:08:51,389.18,0.0,389.18,Bilbao
90914729F,2025-03-07,12:01:17,246.19,18.25,227.94,Donostia
,2025-04-17,20:09:44,120.49,0.0,120.49,Bilbao
88933442D,2025-10-01,14:54:55,333.25,0.0,333.25,Vitoria-Gasteiz
,2025-10-26,20:32:22,237.62,0.0,237.62,Vitoria-Gasteiz
,2025-04-02,14:35:22,485.85,0.0,485.85,Vitoria-Gasteiz
71584194Y,2025-05-18,20:45:52,428.22,0.0,428.22,Bilbao
,2025-09-02,18:41:28,478.88,0.0,478.88,Vitoria-Gasteiz
15682717Y,2025-08-12,08:41:24,90.89,0.0,90.89,Bilbao
,2025-05-04,14:17:17,275.03,0.0,275.03,Vitoria-Gasteiz
28118942Q,2025-01-25,14:07:05,296.17,0.0,296.17,Bilbao
16448471K,2025-04-29,08:44:49,380.48,0.0,380.48,Vitoria-Gasteiz
53415004B,2025-11-20,11:55:18,121.14,0.0,121.14,Donostia
,2025-03-24,17:36:05,250.57,0.0,250.57,Bilbao
,2025-02-10,19:10:57,220.3,0.0,220.3,Bilbao
19039788C,2025-01-10,15:52:26,270.89,0.0,270.89,Vitoria-Gasteiz
52355085R,2025-09-25,13:47:10,485.84,0.0,485.84,Donostia
,2025-03-06,19:18:17,31.78,0.0,31.78,Bilbao
,2025-09-15,19:18:39,494.32,0.0,494.32,Donostia
,2025-01-25,13:32:13,133.23,0.0,133.23,Vitoria-Gasteiz
,2025-11-12,15:12:14,230.44,0.0,230.44,Donostia
81538683A,2025-09-18,14:31:28,391.0,0.0,391.0,Bilbao
41326067N,2025-03-05,19:26:24,78.85,11.42,67.43,Donostia
89906404W,2025-04-29,13:57:18,405.62,0.0,405.62,Bilbao
,2025-02-10,11:33:04,261.42,0.0,261.42,Vitoria-Gasteiz
39269919H,2025-06-21,19:42:59,434.55,0.0,434.55,Bilbao
,2025-10-03,13:15:31,309.18,0.0,309.18,Donostia
20598457W,2025-01-18,11:15:07,57.32,0.0,57.32,Vitoria-Gasteiz
,2025-05-19,20:39:48,241.0,0.0,241.0,Donostia
,2025-11-07,20:59:35,240.32,0.0,240.32,Donostia
71374519E,2025-12-02,10:24:46,328.59,0.0,328.59,Bilbao
,2025-12-24,20:52:56,180.7,0.0,180.7,Donostia
,2025-07-01,08:40:39,334.9,0.0,334.9,Bilbao
,2025-06-05,13:49:11,441.67,0.0,441.67,Bilbao
,2025-09-19,10:35:46,95.82,0.0,95.82,Vitoria-Gasteiz
13318191H,2025-05-26,19:11:58,304.42,0.0,304.42,Vitoria-Gasteiz
,2025-02-27,18:29:17,132.59,0.0,132.59,Bilbao
20573310V,2025-12-21,14:03:51,166.24,0.0,166.24,Vitoria-Gasteiz
,2025-09-21,20:45:18,490.78,0.0,490.78,Donostia
,2025-10-12,13:34:03,62.28,0.0,62.28,Vitoria-Gasteiz
35055923J,2025-03-10,11:39:32,328.21,0.0,328.21,Donostia
,2025-04-25,18:58:16,224.68,0.0,224.68,Vitoria-Gasteiz
34556773D,2025-03-20,20:35:10,281.93,0.0,281.93,Donostia
,2025-07-01,15:03:47,267.19,0.0,267.19,Donostia
43938365Q,2025-05-21,08:33:34,47.66,0.0,47.66,Bilbao
44746823R,2025-05-15,14:54:45,228.25,31.01,197.24,Donostia
,2025-06-14,10:09:04,456.15,0.0,456.15,Bilbao
95318978D,2025-09-17,16:53:32,406.48,0.0,406.48,Donostia
,2025-12-17,10:01:43,496.93,0.0,496.93,Vitoria-Gasteiz
60251311M,2025-12-15,08:43:15,311.66,11.23,300.43,Bilbao
26886944J,2025-07-21,18:33:58,224.05,0.0,224.05,Vitoria-Gasteiz
,2025-01-24,14:15:51,132.06,0.0,132.06,Vitoria-Gasteiz
46060807H,2025-11-09,18:03:04,342.26,0.0,342.26,Vitoria-Gasteiz
,2025-03-10,14:13:10,144.19,0.0,144.19,Donostia
30470495A,2025-06-29,20:25:44,470.87,0.0,470.87,Donostia
19920646R,2025-12-17,11:42:05,193.26,0.0,193.26,Bilbao
24576814A,2025-11-29,14:59:16,321.88,0.0,321.88,Vitoria-Gasteiz
18686948T,2025-06-19,14:21:23,343.56,0.0,343.56,Donostia
66660472D,2025-03-11,12:11:47,471.17,0.0,471.17,Bilbao
,2025-07-08,13:48:49,81.74,0.0,81.74,Bilbao
75521042J,2025-11-09,19:41:16,311.48,0.0,311.48,Vitoria-Gasteiz
